Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
239.7199,0.0215,-0.1499,0.0215,0.0000,-0.0430,-0.0091,-0.0978,-2.9472,285.5390,-41.7522,285.7120,-41.6725
239.7399,0.0200,-0.0500,0.0200,0.0000,-0.0400,-0.0092,-0.0008,-1.7488,285.3667,-41.8538,285.5462,-41.7709
239.7599,0.0260,-0.2294,0.0260,0.0000,-0.0520,-0.0092,-0.1682,-4.7488,285.1950,-41.9563,285.3910,-41.8633
239.7799,0.0262,-0.1428,0.0262,0.0000,-0.0525,-0.0093,-0.0811,-4.9996,285.0238,-42.0597,285.1915,-41.9823
239.7999,0.0220,0.0279,0.0220,0.0000,-0.0441,-0.0093,0.0813,-1.9996,284.8529,-42.1635,285.0425,-42.0714
239.8199,0.0258,-0.1306,0.0258,0.0000,-0.0517,-0.0094,-0.0696,-4.5713,284.6825,-42.2682,284.8470,-42.1887
239.8399,0.0167,0.1791,0.0167,0.0000,-0.0335,-0.0094,0.2220,-1.5713,284.5122,-42.3732,284.6895,-42.2835
239.8599,0.0157,0.0869,0.0157,0.0000,-0.0314,-0.0094,0.1278,1.4287,284.3419,-42.4780,284.5247,-42.3828
239.8799,0.0145,0.0506,0.0145,0.0000,-0.0290,-0.0095,0.0891,1.7714,284.1713,-42.5824,284.3539,-42.4860
239.8999,0.0123,0.0667,0.0123,0.0000,-0.0246,-0.0095,0.1008,2.3331,284.0004,-42.6863,284.1781,-42.5926
239.9199,0.0225,-0.2926,0.0225,0.0000,-0.0450,-0.0095,-0.2381,-0.6669,283.8296,-42.7904,283.9906,-42.7065
239.9399,0.0151,0.0615,0.0151,0.0000,-0.0301,-0.0096,0.1012,2.1516,283.6586,-42.8940,283.8435,-42.7961
239.9599,0.0130,0.0657,0.0130,0.0000,-0.0260,-0.0096,0.1013,2.2993,283.4873,-42.9972,283.6633,-42.9062
239.9799,0.0163,-0.0895,0.0163,0.0000,-0.0327,-0.0096,-0.0472,-0.7007,283.3160,-43.1006,283.4878,-43.0136
239.9999,0.0163,-0.0609,0.0163,0.0000,-0.0325,-0.0097,-0.0187,-2.1313,283.1451,-43.2044,283.3280,-43.1116
240.0199,0.0202,-0.1697,0.0202,0.0000,-0.0405,-0.0097,-0.1195,-5.1313,282.9747,-43.3091,283.1443,-43.2246
240.0399,0.0178,-0.0288,0.0178,0.0000,-0.0355,-0.0097,0.0165,-2.1313,282.8045,-43.4142,282.9795,-43.3262
240.0599,0.0180,-0.0451,0.0180,0.0000,-0.0360,-0.0098,0.0007,-1.5788,282.6346,-43.5197,282.8086,-43.4318
240.0799,0.0169,-0.0127,0.0169,0.0000,-0.0338,-0.0098,0.0309,-0.4438,282.4647,-43.6252,282.6440,-43.5337
240.0999,0.0226,-0.2014,0.0226,0.0000,-0.0453,-0.0099,-0.1463,-3.4438,282.2952,-43.7314,282.4865,-43.6315
240.1199,0.0163,0.0698,0.0163,0.0000,-0.0326,-0.0099,0.1123,-0.4438,282.1258,-43.8377,282.3055,-43.7440
240.1399,0.0167,-0.0061,0.0167,0.0000,-0.0334,-0.0099,0.0373,-0.2120,281.9564,-43.9440,282.1391,-43.8477
240.1599,0.0239,-0.2409,0.0239,0.0000,-0.0478,-0.0100,-0.1832,-3.2120,281.7873,-44.0509,281.9488,-43.9666
240.1799,0.0181,0.0331,0.0181,0.0000,-0.0363,-0.0100,0.0793,-0.2120,281.6183,-44.1578,281.8044,-44.0570
240.1999,0.0136,0.1246,0.0136,0.0000,-0.0272,-0.0100,0.1618,2.7880,281.4490,-44.2643,281.6241,-44.1701
240.2199,0.0230,-0.2456,0.0230,0.0000,-0.0459,-0.0101,-0.1896,-0.2120,281.2797,-44.3707,281.4405,-44.2856
240.2399,0.0190,-0.0203,0.0190,0.0000,-0.0379,-0.0101,0.0277,-0.7113,281.1104,-44.4773,281.2759,-44.3893
240.2599,0.0142,0.1061,0.0142,0.0000,-0.0284,-0.0101,0.1446,2.2887,280.9409,-44.5835,281.1204,-44.4874
240.2799,0.0180,-0.0867,0.0180,0.0000,-0.0359,-0.0102,-0.0406,-0.7113,280.7715,-44.6898,280.9402,-44.6014
240.2999,0.0172,-0.0420,0.0172,0.0000,-0.0344,-0.0102,0.0026,-1.4705,280.6023,-44.7964,280.7739,-44.7069
240.3199,0.0183,-0.0759,0.0183,0.0000,-0.0366,-0.0103,-0.0291,-2.6578,280.4334,-44.9035,280.6180,-44.8058
240.3399,0.0215,-0.1550,0.0215,0.0000,-0.0430,-0.0103,-0.1017,-5.4250,280.2651,-45.0116,280.4538,-44.9103
240.3599,0.0183,-0.0021,0.0183,0.0000,-0.0365,-0.0103,0.0447,-2.4250,280.0972,-45.1202,280.2663,-45.0298
240.3799,0.0152,0.0641,0.0152,0.0000,-0.0304,-0.0104,0.1049,0.5750,279.9291,-45.2286,280.1078,-45.1311
240.3999,0.0155,-0.0027,0.0155,0.0000,-0.0310,-0.0104,0.0387,-0.0940,279.7611,-45.3371,279.9314,-45.2439
240.4199,0.0245,-0.2941,0.0245,0.0000,-0.0491,-0.0104,-0.2346,-3.0940,279.5934,-45.4461,279.7511,-45.3595
240.4399,0.0146,0.1321,0.0146,0.0000,-0.0293,-0.0105,0.1719,-0.0940,279.4258,-45.5552,279.6068,-45.4522
240.4599,0.0234,-0.2256,0.0234,0.0000,-0.0468,-0.0105,-0.1682,-3.0940,279.2585,-45.6649,279.4147,-45.5758
240.4799,0.0192,-0.0070,0.0192,0.0000,-0.0384,-0.0106,0.0420,-0.2462,279.0913,-45.7746,279.2499,-45.6820
240.4999,0.0146,0.1068,0.0146,0.0000,-0.0293,-0.0106,0.1466,2.7538,278.9237,-45.8837,279.0857,-45.7881
240.5199,0.0165,-0.0298,0.0165,0.0000,-0.0329,-0.0106,0.0138,-0.2462,278.7562,-45.9930,278.9401,-45.8822
240.5399,0.0161,-0.0256,0.0161,0.0000,-0.0321,-0.0107,0.0172,-0.8955,278.5888,-46.1024,278.7479,-46.0067
240.5599,0.0124,0.0728,0.0124,0.0000,-0.0249,-0.0107,0.1084,2.1045,278.4211,-46.2114,278.5833,-46.1135
240.5799,0.0091,0.1115,0.0091,0.0000,-0.0183,-0.0107,0.1404,3.9022,278.2529,-46.3196,278.4190,-46.2203
240.5999,0.0121,-0.0549,0.0121,0.0000,-0.0242,-0.0107,-0.0200,0.9022,278.0847,-46.4277,278.2489,-46.3310
240.6199,0.0088,0.0549,0.0088,0.0000,-0.0176,-0.0107,0.0832,1.9207,277.9162,-46.5355,278.0904,-46.4344
240.6399,0.0154,-0.1898,0.0154,0.0000,-0.0308,-0.0108,-0.1481,-1.0793,277.7478,-46.6434,277.9313,-46.5383
240.6599,0.0131,-0.0395,0.0131,0.0000,-0.0263,-0.0108,-0.0024,-1.3825,277.5796,-46.7516,277.7511,-46.6562
240.6799,0.0230,-0.3315,0.0230,0.0000,-0.0460,-0.0108,-0.2747,-4.3825,277.4119,-46.8607,277.5722,-46.7734
240.6999,0.0163,0.0203,0.0163,0.0000,-0.0326,-0.0109,0.0638,-1.3825,277.2444,-46.9699,277.4146,-46.8767
240.7199,0.0160,-0.0068,0.0160,0.0000,-0.0321,-0.0109,0.0362,-0.2366,277.0769,-47.0793,277.2498,-46.9850
240.7399,0.0192,-0.1222,0.0192,0.0000,-0.0384,-0.0109,-0.0728,-3.2366,276.9099,-47.1892,277.0944,-47.0873
240.7599,0.0231,-0.1978,0.0231,0.0000,-0.0462,-0.0110,-0.1406,-6.2366,276.7436,-47.3003,276.9054,-47.2119
240.7799,0.0161,0.0911,0.0161,0.0000,-0.0321,-0.0110,0.1342,-3.2366,276.5777,-47.4120,276.7480,-47.3157
240.7999,0.0138,0.0839,0.0138,0.0000,-0.0276,-0.0110,0.1226,-0.2366,276.4118,-47.5237,276.5832,-47.4246
240.8199,0.0164,-0.0621,0.0164,0.0000,-0.0328,-0.0111,-0.0182,-2.1734,276.2462,-47.6359,276.4278,-47.5275
240.8399,0.0105,0.1247,0.0105,0.0000,-0.0209,-0.0111,0.1567,0.8266,276.0805,-47.7479,276.2488,-47.6460
240.8599,0.0104,0.0396,0.0104,0.0000,-0.0208,-0.0111,0.0715,1.3855,275.9146,-47.8596,276.0904,-47.7512
240.8799,0.0128,-0.0711,0.0128,0.0000,-0.0255,-0.0111,-0.0344,-1.6145,275.7490,-47.9717,275.9095,-47.8713
240.8999,0.0055,0.1644,0.0055,0.0000,-0.0110,-0.0112,0.1866,1.3855,275.5831,-48.0834,275.7510,-47.9768
240.9199,0.0167,-0.2718,0.0167,0.0000,-0.0333,-0.0112,-0.2273,-1.6145,275.4175,-48.1955,275.5721,-48.0960
240.9399,0.0062,0.1658,0.0062,0.0000,-0.0125,-0.0112,0.1895,1.3855,275.2516,-48.3073,275.4146,-48.2010
240.9599,0.0042,0.1214,0.0042,0.0000,-0.0084,-0.0112,0.1410,4.2490,275.0853,-48.4184,275.2498,-48.3111
240.9799,0.0099,-0.1271,0.0099,0.0000,-0.0198,-0.0112,-0.0961,1.2490,274.9188,-48.5292,275.0945,-48.4149
240.9999,0.0181,-0.3175,0.0181,0.0000,-0.0361,-0.0113,-0.2701,-1.7510,274.7525,-48.6403,274.9055,-48.5414
241.0199,0.0081,0.1302,0.0081,0.0000,-0.0162,-0.0113,0.1577,1.2490,274.5861,-48.7512,274.7480,-48.6470
241.0399,0.0070,0.0750,0.0070,0.0000,-0.0140,-0.0113,0.1003,2.6258,274.4193,-48.8616,274.5832,-48.7576
241.0599,0.0085,-0.0245,0.0085,0.0000,-0.0169,-0.0113,0.0037,-0.3742,274.2526,-48.9721,274.4277,-48.8620
241.0799,0.0109,-0.0986,0.0109,0.0000,-0.0217,-0.0113,-0.0655,-3.3742,274.0863,-49.0832,274.2488,-48.9823
241.0999,0.0071,0.0517,0.0071,0.0000,-0.0141,-0.0114,0.0771,-0.3742,273.9200,-49.1943,274.0903,-49.0890
241.1199,0.0115,-0.1249,0.0115,0.0000,-0.0231,-0.0114,-0.0905,-3.3742,273.7542,-49.3061,273.9314,-49.1960
241.1399,0.0119,-0.0844,0.0119,0.0000,-0.0237,-0.0114,-0.0492,-2.9524,273.5887,-49.4185,273.7512,-49.3176
241.1599,0.0184,-0.2522,0.0184,0.0000,-0.0368,-0.0114,-0.2040,-5.9524,273.4240,-49.5319,273.6068,-49.4151
241.1799,0.0160,-0.0663,0.0160,0.0000,-0.0320,-0.0115,-0.0229,-2.9524,273.2597,-49.6459,273.4147,-49.5449
241.1999,0.0143,-0.0047,0.0143,0.0000,-0.0287,-0.0115,0.0355,-0.1649,273.0954,-49.7599,273.2499,-49.6565
241.2199,0.0121,0.0412,0.0121,0.0000,-0.0243,-0.0115,0.0770,1.4420,272.9309,-49.8737,273.0859,-49.7676
241.2399,-0.0116,0.7080,-0.0116,0.0000,0.0233,-0.0115,0.6962,4.4420,272.7658,-49.9866,272.9400,-49.8665
241.2599,-0.0206,0.5872,-0.0206,0.0000,0.0412,-0.0115,0.5575,7.4420,272.5998,-50.0982,272.7479,-49.9968
241.2799,-0.0198,0.2522,-0.0198,0.0000,0.0395,-0.0114,0.2241,8.8274,272.4327,-50.2081,272.5831,-50.1087
241.2999,0.0183,-1.0000,0.0183,0.0000,-0.0365,-0.0115,-0.9593,5.8274,272.2649,-50.3169,272.4191,-50.2203
241.3199,0.0076,-0.1534,0.0076,0.0000,-0.0151,-0.0115,-0.1268,2.8274,272.0967,-50.4252,272.2661,-50.3243
241.3399,0.0130,-0.2450,0.0130,0.0000,-0.0260,-0.0115,-0.2075,-0.1726,271.9286,-50.5335,272.1076,-50.4323
241.3599,0.0191,-0.3128,0.0191,0.0000,-0.0383,-0.0115,-0.2631,-3.1726,271.7608,-50.6424,271.9314,-50.5524
241.3799,0.0267,-0.3921,0.0267,0.0000,-0.0534,-0.0116,-0.3271,-6.1726,271.5938,-50.7524,271.7859,-50.6516
241.3999,0.0251,-0.1615,0.0251,0.0000,-0.0501,-0.0116,-0.0997,-5.6514,271.4276,-50.8635,271.6068,-50.7739
241.4199,0.0282,-0.2003,0.0282,0.0000,-0.0565,-0.0117,-0.1321,-7.0094,271.2621,-50.9759,271.4494,-50.8814
241.4399,0.0289,-0.1456,0.0289,0.0000,-0.0577,-0.0118,-0.0761,-5.0945,271.0974,-51.0893,271.2846,-50.9941
241.4599,0.0286,-0.0971,0.0286,0.0000,-0.0573,-0.0118,-0.0280,-3.3973,270.9330,-51.2033,271.1204,-51.1064
241.4799,0.0274,-0.0437,0.0274,0.0000,-0.0548,-0.0119,0.0229,-1.5310,270.7689,-51.3176,270.9403,-51.2297
241.4999,0.0266,-0.0329,0.0266,0.0000,-0.0532,-0.0119,0.0322,-1.1506,270.6049,-51.4320,270.7740,-51.3437
241.5199,0.0250,-0.0030,0.0250,0.0000,-0.0500,-0.0120,0.0589,-0.1054,270.4409,-51.5465,270.6092,-51.4567
241.5399,0.0211,0.0790,0.0211,0.0000,-0.0423,-0.0120,0.1333,2.7647,270.2766,-51.6605,270.4517,-51.5647
